id,Species,Order,Family,Genus,Total_suitable_pixels_threshold_1,Total_suitable_pixels_threshold_2,Total_suitable_pixels_threshold_3,Total_range_pixels,Model_prevalence_threshold_1,Model_prevalence_threshold_2,Model_prevalence_threshold_3,Minimum_elevation,Maximum_elevation,Model_prevalence_habitat,Model_prevalence_elevation,Percentage_clip_elevation_only,Percentage_clip_habitat_only,Percentage_clip_habitat_and_elevation,Number_of_habitats,Logistic_upper_outlier,Logistic_lower_outlier,Logistic_lower_outlier_issue,Estimated_model_prevalence_logistic,Red_List_Category,NULL_Issue,Point_Prevalence_T1,Point_Prevalence_T2,Point_Prevalence_T3,Number_of_Validation_Points,Realms
4695,Saiga_tatarica,CETARTIODACTYLA,BOVIDAE,Saiga,131042,0,75899581,89300610,0.851400937,0.849933511,0.849933511,0,1600,0.858472118,0.85568096,0.853860662,0.574744921,13.57804331,2,No,No,NA,0.788632062,EN,NA,NA,NA,NA,NA,Palearctic
4696,Saimiri_boliviensis,PRIMATES,CEBIDAE,Saimiri,0,180,86030662,107108692,0.803210649,0.803210649,0.803208968,50,500,0.906836412,0.888296077,10.36274435,8.50871083,0.807647989,1,No,No,NA,0.803208963,LC,NA,NA,NA,NA,NA,Neotropic
4697,Saimiri_cassiquiarensis,PRIMATES,CEBIDAE,Saimiri,0,1157,143418864,151616389,0.945940092,0.945940092,0.945932461,0,9000,0.945932461,0.999998951,4.9737991503207e-14,5.406649013,0.00010487,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
4698,Saimiri_collinsi,PRIMATES,CEBIDAE,Saimiri,14648749,1603107,56138545,75141287,0.963390486,0.768441084,0.747106514,0,9000,0.747106514,0.999998576,3.10862446895044e-15,25.28920619,0.000142398,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
4699,Saimiri_oerstedii,PRIMATES,CEBIDAE,Saimiri,0,8,511211,881135,0.580182378,0.580182378,0.580173299,0,9000,0.579484487,1,0,42.05155125,0,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
4700,Saimiri_sciureus,PRIMATES,CEBIDAE,Saimiri,0,0,72597507,78926473,0.919811874,0.919811874,0.919811874,0,9000,0.919788815,0.999995628,0.002305854,8.018375487,0.002743016,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
4701,Saimiri_ustus,PRIMATES,CEBIDAE,Saimiri,0,114,62496530,73239002,0.853324626,0.853324626,0.85332307,0,9000,0.85335325,0.999999572,4.28288865039761e-05,14.66467498,0,1,No,No,NA,NA,NT,NA,NA,NA,NA,NA,Neotropic
4702,Saimiri_vanzolinii,PRIMATES,CEBIDAE,Saimiri,0,0,210433,242216,0.868782409,0.868782409,0.868782409,0,9000,0.867756556,1,0,13.22434445,0,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
4703,Salanoia_concolor,CARNIVORA,EUPLERIDAE,Salanoia,45795,31,1003789,1594468,0.658285397,0.629564218,0.629544776,200,750,0.953796646,0.66639112,32.42518701,3.684634345,0.935701036,2,No,No,NA,0.659323525,VU,NA,NA,NA,NA,NA,Afrotropic
4704,Salinomys_delicatus,RODENTIA,CRICETIDAE,Salinomys,229,62352,579336,15612765,0.041114883,0.041100215,0.03710656,380,412,0.860362874,0.04118961,82.32563141,0.408304961,13.55540764,2,No,Yes,Elevation,0.600680038,DD,NA,NA,NA,NA,NA,Neotropic
4705,Salpingotulus_michaelis,RODENTIA,DIPODIDAE,Salpingotulus,0,382,112171,210899,0.533681999,0.533681999,0.531870706,1000,1600,0.985714286,0.538504464,45.38435798,0.66337584,0.765195588,1,No,No,NA,0.426793482,DD,NA,NA,NA,NA,NA,Palearctic
4706,Salpingotus_crassicauda,RODENTIA,DIPODIDAE,Salpingotus,226659,0,151650302,153477753,0.989569876,0.988093056,0.988093056,0,9000,0.988108848,0.99955823,0.001579223,1.146517404,0.042597766,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
4707,Salpingotus_heptneri,RODENTIA,DIPODIDAE,Salpingotus,0,298940,1335121,1635593,0.999063337,0.999063337,0.816291706,0,9000,0.816892562,1,0,18.31074375,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Palearctic
4708,Salpingotus_kozlovi,RODENTIA,DIPODIDAE,Salpingotus,374922,0,162606103,166200820,0.980627081,0.978371244,0.978371244,0,9000,0.978356275,0.996817561,0.001496912,1.844631746,0.319740776,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
4709,Salpingotus_pallidus,RODENTIA,DIPODIDAE,Salpingotus,0,5496813,840657,6617386,0.957699914,0.957699914,0.127037625,0,9000,0.126895944,1,0,87.31040563,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Palearctic
4710,Sapajus_apella,NA,NA,Sapajus,45330819,3374447,440964307,495893321,0.987449422,0.896036981,0.889232196,0,9000,0.889218056,0.999998893,0.00141404,11.07666967,0.001524735,2,No,No,NA,NA,NA,NA,1,1,1,12,NA
4711,Sapajus_cay,PRIMATES,CEBIDAE,Sapajus,13238191,6901220,34056660,54937052,0.986512181,0.745542007,0.619921506,0,9000,0.620044263,1,0,37.9955737,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
4712,Sapajus_flavius,PRIMATES,CEBIDAE,Sapajus,0,50,1426734,3230499,0.441660561,0.441660561,0.441645083,0,9000,0.441520127,0.999978147,0.012495627,55.83330632,0.014680974,1,No,No,NA,NA,EN,NA,NA,NA,NA,NA,Neotropic
4713,Sapajus_libidinosus,PRIMATES,CEBIDAE,Sapajus,48617385,25183611,145627443,221058496,0.992626128,0.772696174,0.658773337,0,9000,0.658798137,0.999998687,0.000131255,34.12018631,0,2,No,No,NA,NA,NT,NA,NA,NA,NA,NA,Neotropic
4714,Sapajus_nigritus,PRIMATES,CEBIDAE,Sapajus,0,125223,41034057,79135236,0.52011319,0.52011319,0.518530797,0,9000,0.51848058,0.999998514,0.005021687,48.14677165,0.005170328,1,No,No,NA,NA,NT,NA,NA,NA,NA,NA,Neotropic
4715,Sapajus_robustus,PRIMATES,CEBIDAE,Sapajus,0,27429,4855783,10343518,0.472103592,0.472103592,0.469451786,0,9000,0.469221443,1,0,53.07785568,0,1,No,No,NA,NA,EN,NA,NA,NA,NA,NA,Neotropic
4716,Sapajus_xanthosternos,PRIMATES,CEBIDAE,Sapajus,0,33700,11235377,39418923,0.285879881,0.285879881,0.285024961,0,9000,0.28482921,0.999999204,0.019575109,71.4974243,0.019654687,1,No,No,NA,NA,CR,NA,NA,NA,NA,NA,Neotropic
4717,Sarcophilus_harrisii,DASYUROMORPHIA,DASYURIDAE,Sarcophilus,184300,131689,6742206,7058341,0.999979315,0.973868364,0.955211147,0,9000,0.955099528,0.999979993,0.011161913,4.476884671,0.013162578,4,No,No,NA,NA,EN,NA,1,1,1,15,Australasia
4718,Sauromys_petrophilus,CHIROPTERA,MOLOSSIDAE,Sauromys,415281,18337305,46599453,65664302,0.995244555,0.988920251,0.709661895,100,2000,0.710437888,0.999132496,0.077599263,28.94706007,0.009151152,3,No,No,NA,0.59282444,LC,NA,NA,NA,NA,NA,Afrotropic
4719,Saxatilomys_paulinae,RODENTIA,MURIDAE,Saxatilomys,0,208,198427,208331,0.953458679,0.953458679,0.952460268,0,9000,0.952662277,1,0,4.733772342,0,2,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Indomalayan
4720,Scalopus_aquaticus,EULIPOTYPHLA,TALPIDAE,Scalopus,11492328,14413343,330283108,356255520,0.99981266,0.967553993,0.927096113,0,9000,0.927073405,0.999811531,0.002270881,7.271541794,0.021117738,3,No,No,NA,NA,LC,NA,1,1,1,141,Multi
4721,Scapanulus_oweni,EULIPOTYPHLA,TALPIDAE,Scapanulus,0,9045,742502,34049169,0.022072404,0.022072404,0.021806758,2700,3000,0.561606407,0.038596902,53.97996488,1.679014339,42.16034495,1,No,No,NA,0.130919151,LC,NA,NA,NA,NA,NA,Palearctic
4722,Scapanus_latimanus,EULIPOTYPHLA,TALPIDAE,Scapanus,0,1634804,32224048,34242558,0.98879447,0.98879447,0.941052593,0,3000,0.944943521,0.98880147,0.389092763,4.77488773,0.730760198,6,No,No,NA,0.922379239,LC,NA,1,1,1,114,Nearctic
4723,Scapanus_orarius,EULIPOTYPHLA,TALPIDAE,Scapanus,1081351,672499,39293060,41137093,0.997807745,0.971521225,0.955173473,0,9000,0.955150749,0.997805243,0.002272455,4.263177008,0.221748123,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Nearctic
4724,Scapanus_townsendii,EULIPOTYPHLA,TALPIDAE,Scapanus,19852,139145,13379627,13648656,0.991938254,0.990483752,0.980288975,0,1677,0.983435821,0.991918175,0.314684652,1.16292,0.493497851,5,No,No,NA,0.870800671,LC,NA,NA,NA,NA,NA,Nearctic
4725,Scapteromys_aquaticus,RODENTIA,CRICETIDAE,Scapteromys,160000,12716933,10188352,24588989,0.938033077,0.931526099,0.414346112,0,9000,0.414395639,0.999998724,0.000127565,58.56043612,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
4726,Scapteromys_tumidus,RODENTIA,CRICETIDAE,Scapteromys,132126,3432812,18129183,24975309,0.868622727,0.863332462,0.725884232,0,9000,0.725850847,0.999998744,0.003338507,27.41145117,0.003464107,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
4727,Scaptochirus_moschatus,EULIPOTYPHLA,TALPIDAE,Scaptochirus,52253,0,92520087,122836433,0.753622828,0.753197441,0.753197441,0,9000,0.75319769,0.999991062,2.48650224983216e-05,24.67936214,0.000868888,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
4728,Scaptonyx_fusicaudus,EULIPOTYPHLA,TALPIDAE,Scaptonyx,0,60936,20103326,82927303,0.243155888,0.243155888,0.242421076,2000,4100,0.700743558,0.316787539,45.83224827,7.4366463,22.48899786,1,No,No,NA,0.234462209,LC,NA,NA,NA,NA,NA,Multi
4729,Sciurillus_pusillus,RODENTIA,SCIURIDAE,Sciurillus,0,76,92476588,100257207,0.922394178,0.922394178,0.92239342,0,9000,0.922368033,0.999997106,0.002538702,7.76036864,0.002828106,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
4730,Sciurocheirus_alleni,PRIMATES,GALAGIDAE,Sciurocheirus,0,103893,6877618,7811238,0.893777785,0.893777785,0.880477333,0,9000,0.880238788,1,0,11.97612124,0,1,No,No,NA,NA,NT,NA,NA,NA,NA,NA,NA
4731,Sciurocheirus_gabonensis,PRIMATES,GALAGIDAE,Sciurocheirus,0,113552,42191075,43802721,0.965799065,0.965799065,0.963206715,0,9000,0.963138869,0.999999105,0.006784626,3.679238991,0.00687414,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
4732,Sciurocheirus_makandensis,PRIMATES,GALAGIDAE,Sciurocheirus,0,5,841154,843554,0.997160822,0.997160822,0.997154895,0,9000,0.997211637,1,0,0.278836323,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Afrotropic
4733,Sciurotamias_davidianus,RODENTIA,SCIURIDAE,Sciurotamias,0,14791782,20968961,129912393,0.275268142,0.275268142,0.161408473,0,9000,0.161338145,0.999731628,0.007032781,83.83231546,0.033870007,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
4734,Sciurotamias_forresti,RODENTIA,SCIURIDAE,Sciurotamias,338315,8306311,5381699,28369303,0.494419091,0.482493701,0.189701488,0,9000,0.189695539,0.999970976,0.000594956,81.0269488,0.003497325,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
4735,Sciurus_aberti,RODENTIA,SCIURIDAE,Sciurus,0,132752,16359798,26675315,0.618270112,0.618270112,0.613293526,0,9000,0.613340153,0.999820089,0.004662724,38.65265629,0.01332836,1,No,No,NA,NA,LC,NA,1,1,1,60,Multi
4736,Sciurus_aestuans,RODENTIA,SCIURIDAE,Sciurus,157014875,8980123,363260482,589327496,0.898066837,0.631636242,0.616398326,0,9000,0.616361564,0.999998616,0.00367619,38.36002901,0.003814576,2,No,No,NA,NA,LC,NA,1,1,1,23,Neotropic
4737,Sciurus_alleni,RODENTIA,SCIURIDAE,Sciurus,0,5387,1404580,4436557,0.317806578,0.317806578,0.316592349,600,2550,0.499323018,0.674002114,18.27306692,35.74097655,14.32672168,1,No,No,NA,0.4084532,LC,NA,0.466666667,0.466666667,0.466666667,30,Multi
4738,Sciurus_anomalus,RODENTIA,SCIURIDAE,Sciurus,0,133513,23444981,63786114,0.369649325,0.369649325,0.367556189,0,2000,0.370298776,0.887246965,0.274258646,51.96907753,11.00104488,1,No,No,NA,0.602756293,LC,NA,0.944444444,0.944444444,0.944444444,18,Palearctic
4739,Sciurus_arizonensis,RODENTIA,SCIURIDAE,Sciurus,14483,15548,5430861,8491197,0.643123932,0.641418283,0.63958721,1120,2700,0.988396006,0.643368797,34.88087958,0.378158651,0.782240757,3,No,No,NA,0.444173152,DD,NA,1,1,1,17,Nearctic
4740,Sciurus_aureogaster,RODENTIA,SCIURIDAE,Sciurus,504844,1920437,45977458,53839870,0.899012925,0.889636156,0.853966735,0,9000,0.854167058,0.999984706,0.001529444,14.58329419,0,3,No,No,NA,NA,LC,NA,1,1,1,226,Multi
4741,Sciurus_carolinensis,RODENTIA,SCIURIDAE,Sciurus,173668995,23783754,240306990,439287556,0.996522057,0.601179661,0.547038009,0,9000,0.546994929,0.999845744,0.004307988,45.28077349,0.019733603,3,No,No,NA,NA,LC,NA,0.998751171,0.995941305,0.995004683,3203,Multi
4742,Sciurus_colliaei,RODENTIA,SCIURIDAE,Sciurus,0,452937,5346496,7323412,0.791903146,0.791903146,0.730055335,0,2190,0.737347143,0.992514661,0.729180778,26.24593258,0.019353151,1,No,No,NA,0.553296545,LC,NA,0.904761905,0.904761905,0.904761905,21,Multi
4743,Sciurus_deppei,RODENTIA,SCIURIDAE,Sciurus,0,471449,38112285,59786263,0.645361193,0.645361193,0.637475619,0,9000,0.637495219,0.999829477,0.001960002,36.2353858,0.015092318,1,No,No,NA,NA,LC,NA,1,1,1,18,Multi
4744,Sciurus_flammifer,RODENTIA,SCIURIDAE,Sciurus,0,0,2963282,3779428,0.784055683,0.784055683,0.784055683,0,9000,0.78466215,1,0,21.53378498,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
4745,Sciurus_gilvigularis,RODENTIA,SCIURIDAE,Sciurus,0,1,94671098,108786868,0.870243815,0.870243815,0.870243806,0,9000,0.87025066,0.999996684,0.000331577,12.97493403,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
4746,Sciurus_granatensis,RODENTIA,SCIURIDAE,Sciurus,24506575,1278538,51023316,81964902,0.937089256,0.63810061,0.622502007,0,3000,0.639445385,0.960875381,1.694337777,33.83733741,2.218124111,2,No,No,NA,0.788969034,LC,NA,0.993589744,0.987179487,0.987179487,156,Neotropic
4747,Sciurus_griseus,RODENTIA,SCIURIDAE,Sciurus,0,95,24239736,40609734,0.596897064,0.596897064,0.596894725,0,9000,0.596841344,0.99174071,0.005338057,39.48459847,0.831267104,1,No,No,NA,NA,LC,NA,0.975945017,0.975945017,0.975945017,291,Nearctic
4748,Sciurus_ignitus,RODENTIA,SCIURIDAE,Sciurus,0,12328,20433790,177717088,0.115048689,0.115048689,0.11497932,600,2700,0.814667869,0.137290359,69.96885482,2.231103861,16.30210928,1,No,No,NA,0.570119194,LC,NA,NA,NA,NA,NA,Neotropic
4749,Sciurus_igniventris,RODENTIA,SCIURIDAE,Sciurus,0,3406,207212345,224747908,0.921991901,0.921991901,0.921976746,0,9000,0.921963434,0.999770237,0.001331264,7.779349087,0.024307527,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
4750,Sciurus_lis,RODENTIA,SCIURIDAE,Sciurus,0,94042,17907368,21841064,0.824200231,0.824200231,0.819894489,0,9000,0.820087795,0.999835913,0.016408664,17.99122047,0,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
4751,Sciurus_nayaritensis,RODENTIA,SCIURIDAE,Sciurus,0,69756,9100864,22728379,0.40348764,0.40348764,0.400418525,1560,2700,0.574445828,0.668032029,17.40273024,26.76135037,15.79406687,1,No,No,NA,0.201127476,LC,NA,1,1,1,13,Multi
4752,Sciurus_niger,RODENTIA,SCIURIDAE,Sciurus,0,9554123,186404037,458531198,0.427360583,0.427360583,0.406524219,0,9000,0.406465364,0.999962426,0.005885458,59.34382075,0.009642846,1,No,No,NA,NA,LC,NA,0.947296683,0.947296683,0.947296683,2201,Multi
4753,Sciurus_oculatus,RODENTIA,SCIURIDAE,Sciurus,0,16626,2482613,8959865,0.278937127,0.278937127,0.277081519,1500,3600,0.388114033,0.849109896,11.10325149,57.20283775,3.985758905,1,No,No,NA,0.238955779,LC,NA,NA,NA,NA,NA,Multi
4754,Sciurus_pucheranii,RODENTIA,SCIURIDAE,Sciurus,0,14,3984708,19706034,0.202208217,0.202208217,0.202207507,2200,3500,0.776497634,0.271707377,57.42901278,6.949987046,15.40024951,1,No,No,NA,0.213538649,DD,NA,NA,NA,NA,NA,Neotropic
4755,Sciurus_pyrrhinus,RODENTIA,SCIURIDAE,Sciurus,0,18,2708297,12522595,0.216274263,0.216274263,0.216272825,600,2500,0.351872088,0.252238233,13.55992625,3.596540779,61.21625045,1,No,No,NA,0.561594011,DD,NA,NA,NA,NA,NA,Neotropic
4756,Sciurus_richmondi,RODENTIA,SCIURIDAE,Sciurus,0,9,645058,1875874,0.343875442,0.343875442,0.343870644,0,1000,0.34443785,0.999569474,0.043052641,65.55621505,0,1,No,No,NA,0.653437877,NT,NA,NA,NA,NA,NA,Neotropic
4757,Sciurus_sanborni,RODENTIA,SCIURIDAE,Sciurus,0,0,801376,5658041,0.141634887,0.141634887,0.141634887,400,570,0.904258917,0.143616476,76.26240295,0.198158831,9.375949482,1,No,No,NA,0.532044259,DD,NA,NA,NA,NA,NA,Neotropic
4758,Sciurus_spadiceus,RODENTIA,SCIURIDAE,Sciurus,0,3516,242110098,271330679,0.892319346,0.892319346,0.892306388,0,9000,0.892304775,0.999983786,0.000161205,10.76773986,0.001782591,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
4759,Sciurus_stramineus,RODENTIA,SCIURIDAE,Sciurus,4161234,109745,5570410,12931299,0.761051848,0.439256335,0.430769562,0,9000,0.430440312,0.998188033,0.032924998,56.74184719,0.21412166,2,No,No,NA,NA,LC,NA,0.952380952,0.952380952,0.952380952,21,Neotropic
4760,Sciurus_variegatoides,RODENTIA,SCIURIDAE,Sciurus,2384862,509297,29651882,32962420,0.987368069,0.915017132,0.899566294,0,9000,0.899551564,0.999996669,0.001473045,10.04303753,0.001806119,3,No,No,NA,NA,LC,NA,1,1,0.872340426,141,Neotropic
4761,Sciurus_vulgaris,RODENTIA,SCIURIDAE,Sciurus,837544346,178952047,1924714788,3056697823,0.962218496,0.688215505,0.629671266,0,3100,0.629677616,0.995704351,0.000635007,36.60330854,0.428929856,2,No,No,NA,0.720175682,LC,NA,1,0.991414707,0.991041433,2679,Palearctic
4762,Sciurus_yucatanensis,RODENTIA,SCIURIDAE,Sciurus,792312,67882,15901896,16819013,0.996615556,0.949507441,0.945471414,0,9000,0.945504637,0.999971093,0.002890729,5.449536271,0,2,No,No,NA,NA,LC,NA,1,1,0.885245902,61,Neotropic
4763,Scleronycteris_ega,CHIROPTERA,PHYLLOSTOMIDAE,Scleronycteris,183690,41773,32885523,80482809,0.411404453,0.409122102,0.408603072,100,300,0.941717996,0.411799228,53.31149245,0.319615632,5.508584723,2,No,No,NA,0.631693961,DD,NA,NA,NA,NA,NA,Neotropic
4764,Scolomys_melanops,RODENTIA,CRICETIDAE,Scolomys,3382,0,4994655,8318436,0.600838547,0.60043198,0.60043198,200,1200,0.991348737,0.603176938,39.0916757,0.274495727,0.59063055,2,No,No,NA,0.676794799,LC,NA,NA,NA,NA,NA,Neotropic
4765,Scolomys_ucayalensis,RODENTIA,CRICETIDAE,Scolomys,0,0,158219,16361081,0.009670449,0.009670449,0.009670449,200,800,0.987642871,0.009710474,97.79724222,0.004002452,1.231710427,1,No,Yes,Elevation,0.582288101,LC,NA,NA,NA,NA,NA,Neotropic
4766,Scoteanax_rueppellii,CHIROPTERA,VESPERTILIONIDAE,Scoteanax,0,2223424,14718709,27737854,0.610794656,0.610794656,0.530636184,0,500,0.715796396,0.767330762,18.51602116,23.6694578,4.750902643,1,No,No,NA,0.46918207,LC,NA,0.872727273,0.872727273,0.872727273,55,Australasia
4767,Scotinomys_teguina,RODENTIA,CRICETIDAE,Scotinomys,0,122936,5421942,11001918,0.50399194,0.50399194,0.492817889,900,2900,0.727889154,0.62075093,23.50712652,12.79330412,14.4177805,1,No,No,NA,0.485486075,LC,NA,NA,NA,NA,NA,Neotropic
4768,Scotinomys_xerampelinus,RODENTIA,CRICETIDAE,Scotinomys,1757,0,184849,427997,0.435998383,0.431893214,0.431893214,2100,3400,0.983345548,0.436643459,55.14523336,0.475024494,1.190420724,2,No,No,NA,0.283438009,LC,NA,NA,NA,NA,NA,Neotropic
4769,Scotoecus_albofuscus,CHIROPTERA,VESPERTILIONIDAE,Scotoecus,17426726,45644693,181850474,257845254,0.949879392,0.882293405,0.705269813,0,9000,0.705286921,0.999997415,0.000258508,29.47130786,0,2,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Afrotropic
4770,Scotoecus_hirundo,CHIROPTERA,VESPERTILIONIDAE,Scotoecus,44038181,62029894,295712346,411037441,0.977478889,0.87033979,0.719429221,0,9000,0.719409985,0.999998569,0.001923652,28.05693481,0.002066739,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
4771,Scotoecus_pallidus,CHIROPTERA,VESPERTILIONIDAE,Scotoecus,0,12603615,3177985,17575505,0.897931525,0.897931525,0.180818986,46,2500,0.190040179,0.897826839,0.922119285,71.70078523,9.295196846,4,No,No,NA,0.672899776,LC,NA,NA,NA,NA,NA,Multi
4772,Scotomanes_ornatus,CHIROPTERA,VESPERTILIONIDAE,Scotomanes,0,82789,170150404,244403505,0.696525171,0.696525171,0.696186432,0,2200,0.709343861,0.982258482,1.315742911,28.60720508,0.458408859,1,No,No,NA,0.427114108,LC,NA,NA,NA,NA,NA,Multi
4773,Scotonycteris_bergmansi,CHIROPTERA,PTEROPODIDAE,Scotonycteris,0,23559459,219872168,314834107,0.773206021,0.773206021,0.698374678,0,1100,0.743097527,0.932193279,4.472284979,23.38186017,2.308387084,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,NA
4774,Scotonycteris_ophiodon,CHIROPTERA,PTEROPODIDAE,Scotonycteris,0,3727,20635400,31797368,0.649082874,0.649082874,0.648965663,120,1200,0.949264702,0.672597651,30.02990393,2.363198868,2.710330925,1,No,No,NA,0.463239064,NT,NA,NA,NA,NA,NA,Afrotropic
4775,Scotonycteris_zenkeri,CHIROPTERA,PTEROPODIDAE,Scotonycteris,0,143085,150609800,166867072,0.903430996,0.903430996,0.902573517,0,1100,0.91620771,0.98356018,1.363419334,8.098666318,0.280562677,1,No,No,NA,0.491177029,LC,NA,NA,NA,NA,NA,Afrotropic
4776,Scotophilus_andrewreborii,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,630510,4387037,5991825,11119707,0.990077526,0.933375493,0.538847382,0,9000,0.538893935,0.999992243,0.000775721,46.1106065,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
4777,Scotophilus_celebensis,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,0,0,12294561,13840424,0.888308118,0.888308118,0.888308118,0,9000,0.88850811,0.999419862,0.019999201,11.11117436,0.038014608,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Australasia
4778,Scotophilus_collinus,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,0,0,14257767,17221787,0.827891264,0.827891264,0.827891264,0,9000,0.827897937,0.999992257,0.000667325,17.21009931,0.000107013,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
4779,Scotophilus_dinganii,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,116535591,275063569,481687338,928950545,0.940078568,0.814629919,0.518528506,0,9000,0.518509929,0.999264575,0.001857703,48.07360689,0.07540024,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
4780,Scotophilus_ejetai,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,25661,821113,6774659,8756591,0.870365305,0.867434827,0.773663975,0,9000,0.773643321,1,0,22.63566794,0,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
4781,Scotophilus_heathii,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,0,17940511,464378900,516183574,0.934395117,0.934395117,0.89963905,0,1500,0.957040746,0.934395073,5.740169598,3.475602305,0.820323124,6,No,No,NA,NA,LC,NA,NA,NA,NA,NA,NA
4782,Scotophilus_kuhlii,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,0,13773168,403639600,450925291,0.925680543,0.925680543,0.895136308,0,1111,0.968609147,0.92567787,7.347283897,3.05415626,0.084929081,6,No,No,NA,NA,LC,NA,NA,NA,NA,NA,NA
4783,Scotophilus_leucogaster,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,82175603,114058592,202627625,423807965,0.941138093,0.74723989,0.478111885,0,9000,0.478082901,0.99999963,0.00289842,52.1887745,0.002935427,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
4784,Scotophilus_livingstonii,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,7,0,30625,31920,0.959649123,0.959429825,0.959429825,0,9000,0.960009814,1,0,3.999018646,0,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
4785,Scotophilus_marovaza,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,0,118281,2271681,6471574,0.369301502,0.369301502,0.351024496,0,200,0.421159143,0.746793858,7.013464741,39.57693623,18.30714945,1,No,No,NA,0.401311145,LC,NA,NA,NA,NA,NA,Afrotropic
4786,Scotophilus_nigrita,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,11958846,25296672,140416070,184456022,0.963219233,0.898386186,0.761244163,0,9000,0.761223971,0.999997832,0.002019171,23.87536692,0.00223599,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
4787,Scotophilus_nucella,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,0,1083,3757127,4059453,0.925792219,0.925792219,0.925525434,0,9000,0.925503658,0.999998068,0.002177631,7.447263415,0.002370807,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Afrotropic
4788,Scotophilus_nux,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,0,443727,71671562,78567339,0.917878726,0.917878726,0.912230997,0,9000,0.912206986,0.999995508,0.002401075,8.776451131,0.002850228,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
4789,Scotophilus_robustus,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,20350926,248048,10380597,34866143,0.888528766,0.304841433,0.297727139,10,1400,0.318210423,0.933999897,2.048328395,63.62727576,4.551681951,3,No,No,NA,0.615960293,LC,NA,NA,NA,NA,NA,Afrotropic
4790,Scotophilus_tandrefana,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,0,49435,1020196,4052552,0.263940105,0.263940105,0.251741619,5,100,0.429265235,0.455585912,17.7523616,20.38442936,36.68904718,1,No,No,NA,0.39585959,DD,NA,NA,NA,NA,NA,Afrotropic
